"weekday","Age","Gender","Alcohol_Results","Drug_Involvement","Atmospheric_Condition","Roadway","Fatality"
3,14,"Female",,"Not Reported","Clear","Urban-Collector","no_fatal"
6,27,"Male","0.26","Not Reported","Cloudy","Rural-Minor Arterial","fatal"
5,31,"Male","\N","Unknown","Unknown","Rural-Local Road or Street","fatal"
3,33,"Male",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,43,"Male","0.0","Unknown","Clear","Urban-Local Road or Street","fatal"
2,43,"Male","0.25","Not Reported","Clear","Rural-Major Collector","fatal"
2,71,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
6,19,"Male","0.18","Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
3,75,"Female","0.0","Not Reported","Clear","Rural-Minor Arterial","fatal"
6,32,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
6,57,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
4,3,"Female",,"Not Reported","Fog, Smog, Smoke","Rural-Principal Arterial-Interstate","no_fatal"
3,58,"Male","0.0","Unknown","Clear","Rural-Major Collector","fatal"
3,25,"Male","\N","No","Clear","Rural-Minor Arterial","fatal"
1,3,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
2,67,"Male","0.36","No","Snow","Rural-Local Road or Street","fatal"
7,54,"Male","0.0","No","Cloudy","Urban-Other Principal Arterial","no_fatal"
7,47,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,26,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,66,"Female",,"Unknown","Clear","Rural-Local Road or Street","no_fatal"
7,20,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,19,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,33,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
7,17,"Male","\N","Not Reported","Rain","Rural-Local Road or Street","fatal"
3,18,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
3,63,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Interstate","no_fatal"
7,68,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
1,35,"Male","0.26","Unknown","Rain","Rural-Principal Arterial-Interstate","fatal"
6,2,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
6,64,"Female","0.0","Not Reported","Clear","Rural-Minor Arterial","fatal"
1,94,"Female","0.0","Not Reported","Clear","Rural-Minor Arterial","fatal"
1,36,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,2,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,50,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,,"Male",,"Not Reported","Cloudy","Urban-Minor Arterial","no_fatal"
5,54,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
7,33,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,10,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,19,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
4,25,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
3,25,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,56,"Female","0.01","Not Reported","Rain","Urban-Other Principal Arterial","fatal"
5,82,"Male",,"No","Clear","Rural-Minor Collector","no_fatal"
4,38,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,45,"Male","0.0","Unknown","Cloudy","Urban-Local Road or Street","fatal"
5,57,"Male","0.0","Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,26,"Male","0.0","Unknown","Clear","Urban-Other Principal Arterial","no_fatal"
3,60,"Male","0.0","No","Clear","Rural-Local Road or Street","no_fatal"
5,34,"Male","0.0","Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
5,33,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,24,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
7,29,"Male","0.0","Unknown","Clear","Rural-Major Collector","fatal"
5,17,"Female",,"No","Clear","Rural-Local Road or Street","no_fatal"
5,31,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
7,21,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","fatal"
4,15,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
5,61,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
6,25,"Male","0.07","Unknown","Clear","Urban-Principal Arterial-Interstate","fatal"
6,,"Unknown",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,42,"Male","0.13","Yes","Clear","Rural-Minor Arterial","fatal"
4,52,"Male","0.0","No","Snow","Rural-Principal Arterial-Other","fatal"
5,11,"Female",,"Not Reported","Clear","Urban-Collector","no_fatal"
2,19,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
5,23,"Male","0.08","No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,60,"Female",,"Not Reported","Snow","Rural-Minor Arterial","no_fatal"
6,47,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,22,"Female","0.0","Not Reported","Cloudy","Rural-Principal Arterial-Interstate","fatal"
7,65,"Female","0.0","No","Clear","Rural-Principal Arterial-Interstate","fatal"
6,43,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,60,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
3,49,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
2,32,"Male",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
4,84,"Female",,"Unknown","Clear","Rural-Minor Arterial","fatal"
1,51,"Female","0.15","Unknown","Clear","Urban-Other Principal Arterial","fatal"
1,45,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,28,"Male",,"Unknown","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
2,52,"Male",,"No","Rain","Rural-Principal Arterial-Interstate","no_fatal"
3,40,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
1,59,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,33,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
4,47,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
6,41,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
3,5,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
2,74,"Male","0.0","Unknown","Clear","Rural-Local Road or Street","fatal"
4,22,"Male","0.23","No","Fog, Smog, Smoke","Rural-Principal Arterial-Other","fatal"
7,30,"Female","0.0","Unknown","Clear","Rural-Major Collector","fatal"
5,79,"Male","0.0","Not Reported","Rain","Urban-Principal Arterial-Interstate","fatal"
3,23,"Female",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
6,27,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,51,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
5,2,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
3,44,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
5,20,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
6,17,"Male",,"No","Clear","Rural-Minor Arterial","no_fatal"
3,47,"Male","0.28","No","Clear","Urban-Other Principal Arterial","fatal"
6,26,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,61,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,9,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,60,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
5,46,"Female",,"Not Reported","Cloudy","Rural-Unknown Rural","no_fatal"
1,32,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
2,,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,9,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","fatal"
7,36,"Male",,"Not Reported","Clear","Rural-Local Road or Street","fatal"
1,41,"Male",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
7,56,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,68,"Male","0.0","Unknown","Clear","Urban-Collector","fatal"
6,31,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,23,"Male","0.0","No","Rain","Urban-Local Road or Street","fatal"
5,38,"Male","0.13","Yes","Clear","Rural-Local Road or Street","fatal"
4,56,"Male","0.19","Not Reported","Clear","Rural-Local Road or Street","fatal"
5,17,"Female","0.25","Unknown","Cloudy","Rural-Local Road or Street","fatal"
6,17,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,50,"Male",,"No","Snow","Urban-Local Road or Street","no_fatal"
6,10,"Female",,"No","Rain","Rural-Principal Arterial-Interstate","no_fatal"
3,64,"Male","0.31","Yes","Rain","Urban-Other Principal Arterial","fatal"
6,31,"Male","0.02","Unknown","Clear","Rural-Principal Arterial-Other","no_fatal"
1,21,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
7,55,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","fatal"
7,16,"Male","0.06","Not Reported","Fog, Smog, Smoke","Rural-Local Road or Street","fatal"
5,54,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,48,"Male","\N","Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,30,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
3,51,"Male","0.0","Not Reported","Rain","Urban-Minor Arterial","fatal"
6,26,"Male","0.01","No","Cloudy","Urban-Collector","fatal"
7,18,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
2,37,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
3,62,"Male","0.0","No","Cloudy","Urban-Collector","fatal"
3,34,"Male",,"No","Fog, Smog, Smoke","Rural-Major Collector","no_fatal"
6,22,"Male","0.13","Not Reported","Clear","Rural-Major Collector","fatal"
3,68,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,10,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
4,55,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
3,54,"Male","0.0","No","Cloudy","Urban-Minor Arterial","no_fatal"
5,,"Unknown",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,20,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
1,72,"Male",,"No","Clear","Rural-Minor Arterial","no_fatal"
6,34,"Male",,"Not Reported","Clear","Urban-Local Road or Street","fatal"
1,57,"Male","0.26","No","Rain","Urban-Other Principal Arterial","fatal"
2,57,"Male",,"Not Reported","Rain","Rural-Minor Arterial","no_fatal"
3,18,"Female","0.0","Not Reported","Clear","Rural-Major Collector","fatal"
3,22,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,88,"Female",,"No","Clear","Urban-Other Principal Arterial","fatal"
7,59,"Female",,"Not Reported","Snow","Rural-Major Collector","no_fatal"
7,5,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,1,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,26,"Male","0.12","Not Reported","Cloudy","Rural-Major Collector","fatal"
6,51,"Female",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,45,"Female","0.0","Not Reported","Rain","Urban-Minor Arterial","no_fatal"
4,,"Male",,"Not Reported","Rain","Urban-Principal Arterial-Interstate","no_fatal"
6,76,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,50,"Male","0.28","No","Clear","Urban-Other Principal Arterial","fatal"
6,63,"Male",,"No","Cloudy","Rural-Major Collector","no_fatal"
1,3,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
2,17,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,64,"Male","0.0","Not Reported","Clear","Urban-Collector","fatal"
7,23,"Male","0.0","Yes","Clear","Rural-Minor Arterial","no_fatal"
7,45,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
6,82,"Male",,"Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
2,11,"Female",,"Not Reported","Sleet, Hail (Freezing Rain or Drizzle)","Rural-Minor Arterial","no_fatal"
4,55,"Female","0.0","No","Cloudy","Rural-Major Collector","fatal"
3,31,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
4,49,"Male","0.0","Yes","Clear","Rural-Principal Arterial-Other","fatal"
2,29,"Female","0.0","Yes","Cloudy","Urban-Minor Arterial","fatal"
5,24,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
6,0,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,67,"Male","0.0","Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,34,"Male","\N","Yes","Cloudy","Urban-Other Principal Arterial","fatal"
7,18,"Male","0.0","Unknown","Clear","Rural-Major Collector","fatal"
7,21,"Female",,"Not Reported","Severe Crosswinds","Rural-Principal Arterial-Interstate","no_fatal"
1,43,"Male",,"Not Reported","Clear","Rural-Major Collector","fatal"
7,46,"Male",,"Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
3,46,"Female","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,40,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","fatal"
1,66,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,19,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
1,45,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,32,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,43,"Female","0.21","Not Reported","Clear","Rural-Minor Arterial","fatal"
1,51,"Male","0.02","Unknown","Clear","Urban-Other Principal Arterial","fatal"
1,23,"Female",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
2,19,"Male",,"No","Snow","Urban-Principal Arterial-Interstate","no_fatal"
7,51,"Male","\N","Unknown","Rain","Rural-Major Collector","fatal"
2,17,"Male",,"No","Cloudy","Rural-Minor Arterial","no_fatal"
7,57,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,27,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
1,62,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,35,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
7,29,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
3,68,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
7,57,"Male","0.0","Unknown","Sleet, Hail (Freezing Rain or Drizzle)","Urban-Minor Arterial","fatal"
3,63,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","fatal"
6,55,"Male","0.0","Not Reported","Clear","Urban-Local Road or Street","fatal"
1,20,"Male","0.13","Unknown","Clear","Rural-Minor Collector","fatal"
2,40,"Female","0.0","No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
2,18,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
6,88,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
5,19,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
4,6,"Male",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
3,67,"Female","0.0","Unknown","Cloudy","Rural-Principal Arterial-Other","fatal"
4,80,"Female",,"Not Reported","Rain","Rural-Major Collector","no_fatal"
7,21,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
2,20,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
3,52,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
2,57,"Female",,"No","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
4,21,"Male","0.18","No","Clear","Rural-Major Collector","fatal"
6,19,"Male",,"Not Reported","Other","Rural-Major Collector","no_fatal"
1,47,"Male",,"No","Clear","Urban-Collector","no_fatal"
6,46,"Male",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
3,38,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
2,40,"Female",,"No","Clear","Unknown","no_fatal"
4,0,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,51,"Male","0.18","No","Clear","Urban-Principal Arterial-Interstate","fatal"
1,47,"Male",,"No","Clear","Rural-Minor Arterial","no_fatal"
6,18,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,24,"Male","0.02","Not Reported","Clear","Urban-Local Road or Street","fatal"
6,36,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,2,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
2,35,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
1,20,"Male","0.1","No","Clear","Urban-Collector","fatal"
5,74,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
2,45,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
6,52,"Female","0.0","No","Clear","Rural-Major Collector","fatal"
1,20,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
5,74,"Male","0.0","No","Clear","Rural-Minor Arterial","fatal"
5,2,"Female",,"Not Reported","Not Reported","Rural-Local Road or Street","no_fatal"
5,42,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
2,17,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,15,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
2,82,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,23,"Male","0.13","Not Reported","Clear","Rural-Local Road or Street","fatal"
5,54,"Male","0.03","Unknown","Clear","Rural-Minor Arterial","fatal"
6,38,"Male","0.18","No","Clear","Rural-Major Collector","fatal"
1,90,"Female","0.0","No","Cloudy","Urban-Local Road or Street","fatal"
7,2,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
5,32,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,36,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
2,42,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
6,85,"Male","0.0","Unknown","Rain","Urban-Collector","fatal"
3,47,"Female",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,16,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,22,"Male","0.0","Not Reported","Clear","Urban-Local Road or Street","fatal"
1,72,"Male","\N","No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,55,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
1,78,"Female","0.0","Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
5,49,"Male","0.3","Unknown","Clear","Rural-Major Collector","fatal"
6,53,"Male","\N","Not Reported","Sleet, Hail (Freezing Rain or Drizzle)","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
5,12,"Male",,"No","Cloudy","Rural-Principal Arterial-Other","no_fatal"
6,66,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,32,"Female",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
5,37,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,19,"Female",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,21,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
2,26,"Female","0.0","Yes","Clear","Rural-Principal Arterial-Other","fatal"
2,43,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
5,59,"Female",,"No","Cloudy","Rural-Principal Arterial-Interstate","fatal"
4,52,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
3,22,"Male","0.25","Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,21,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
4,20,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
7,4,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,32,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
2,22,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
5,55,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
7,41,"Male","0.19","No","Clear","Rural-Major Collector","fatal"
6,32,"Female",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,15,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Interstate","no_fatal"
3,88,"Female","0.0","Not Reported","Rain","Urban-Other Principal Arterial","fatal"
3,72,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
7,23,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
4,86,"Male","0.0","No","Clear","Rural-Major Collector","fatal"
2,18,"Male","0.0","Not Reported","Clear","Rural-Major Collector","no_fatal"
5,54,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,29,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
1,6,"Male",,"Not Reported","Cloudy","Rural-Major Collector","no_fatal"
5,37,"Male","0.2","Not Reported","Cloudy","Urban-Minor Arterial","no_fatal"
5,45,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
3,22,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
1,0,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
4,31,"Female",,"Not Reported","Clear","Urban-Collector","fatal"
1,39,"Female","0.0","Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,57,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
6,36,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
4,27,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
1,74,"Male","0.0","No","Clear","Rural-Minor Arterial","fatal"
2,32,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
6,47,"Male","0.27","No","Clear","Urban-Other Principal Arterial","fatal"
4,59,"Male","0.23","No","Clear","Rural-Minor Arterial","fatal"
4,23,"Female","0.0","No","Clear","Urban-Minor Arterial","no_fatal"
7,7,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,45,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,18,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
1,18,"Male","0.18","Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,27,"Male","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
3,3,"Male",,"No","Rain","Rural-Major Collector","no_fatal"
4,58,"Male",,"Not Reported","Cloudy","Rural-Major Collector","no_fatal"
4,82,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
6,35,"Male","0.0","Yes","Clear","Urban-Minor Arterial","fatal"
3,35,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,47,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
7,29,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
7,45,"Female","0.25","Not Reported","Cloudy","Rural-Local Road or Street","fatal"
4,74,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Interstate","no_fatal"
2,59,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
4,59,"Male","0.0","No","Clear","Urban-Local Road or Street","fatal"
6,24,"Male","0.0","Yes","Clear","Rural-Principal Arterial-Other","fatal"
6,49,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
4,55,"Female",,"Not Reported","Rain","Urban-Local Road or Street","no_fatal"
5,28,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,0,"Male",,"No","Clear","Rural-Minor Arterial","no_fatal"
3,30,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
4,62,"Male","0.16","No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
3,66,"Male","0.0","Yes","Rain","Rural-Minor Arterial","fatal"
2,37,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
6,20,"Female",,"Not Reported","Rain","Rural-Major Collector","no_fatal"
4,20,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
4,68,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
5,23,"Male","0.02","Not Reported","Clear","Urban-Local Road or Street","fatal"
6,24,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
2,63,"Male",,"No","Cloudy","Rural-Minor Arterial","no_fatal"
4,57,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,53,"Male","0.04","Unknown","Clear","Urban-Principal Arterial-Interstate","fatal"
4,53,"Male","0.0","Not Reported","Clear","Rural-Major Collector","no_fatal"
4,22,"Male","0.15","Not Reported","Rain","Urban-Local Road or Street","fatal"
7,48,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
5,32,"Female","0.12","Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
2,54,"Male",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
6,10,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,53,"Female","0.11","Not Reported","Clear","Rural-Minor Arterial","fatal"
5,16,"Female","0.0","Unknown","Clear","Rural-Local Road or Street","no_fatal"
6,,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,74,"Male","0.0","No","Rain","Rural-Major Collector","fatal"
6,17,"Female",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,82,"Female","0.0","Unknown","Clear","Urban-Principal Arterial-Interstate","fatal"
2,62,"Male","0.0","No","Rain","Rural-Major Collector","fatal"
5,32,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
1,48,"Male",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
7,17,"Male","0.0","No","Cloudy","Rural-Major Collector","no_fatal"
3,2,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
2,34,"Male","0.0","Yes","Clear","Rural-Major Collector","fatal"
4,39,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,51,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
3,26,"Male","0.0","No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,50,"Male",,"Not Reported","Rain","Urban-Minor Arterial","no_fatal"
7,36,"Male","0.28","No","Clear","Rural-Principal Arterial-Interstate","fatal"
5,57,"Male",,"Not Reported","Rain","Rural-Minor Arterial","no_fatal"
5,52,"Female","0.0","Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
4,70,"Male","0.0","Yes","Clear","Urban-Principal Arterial-Interstate","fatal"
6,21,"Male","0.01","Unknown","Fog, Smog, Smoke","Rural-Principal Arterial-Other","fatal"
7,16,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
